prompt,question
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes\nQuestion: Is it something you can walk through?\nAnswer: No\n""}",Is it a building?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it a man-made object?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\n""}",Is it man-made and electronic?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\nQuestion: Is it man-made and electronic?\nAnswer: Yes\n""}",Is it something you can hold?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it a person?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a person?\nAnswer: No.\n""}",Is it man-made?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a person?\nAnswer: No.\nQuestion: Is it man-made?\nAnswer: Yes\n""}",Is it something you can hold?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it a man-made object?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\n""}",Is it portable?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\nQuestion: Is it portable?\nAnswer: Yes.\n""}",Is it small enough to be held in one hand?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it a man-made object?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\n""}",Is it something electronic?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\nQuestion: Is it something electronic?\nAnswer: Yes\n""}",Is it a computer?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it a man-made object?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes.\n""}",Is it a machine?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes.\nQuestion: Is it a machine?\nAnswer: Yes\n""}",Is it portable?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it man-made?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes\n""}",Is it something you can walk through?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes\nQuestion: Is it something you can walk through?\nAnswer: No\n""}",Is it a structure?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it man-made?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes.\n""}",Is it something you can hold?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes.\nQuestion: Is it something you can hold?\nAnswer: No\n""}",Is it typically found in a home?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it related to technology?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it related to technology?\nAnswer: Yes\n""}",Is it something you can hold in your hand?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it related to technology?\nAnswer: Yes\nQuestion: Is it something you can hold in your hand?\nAnswer: No.\n""}",Is it computer software?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it a man-made object?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\n""}",Is it portable?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it a man-made object?\nAnswer: Yes\nQuestion: Is it portable?\nAnswer: Yes.\n""}",Is it smaller than a car?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it man-made?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes\n""}",Is it something you can hold in your hand?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\nQuestion: Is it man-made?\nAnswer: Yes\nQuestion: Is it something you can hold in your hand?\nAnswer: Yes\n""}",Is it made primarily of plastic?
"{'role': 'system', 'content': ""You are a helpful AI assistant with expertise in playing the 20 Questions game. Your task is to ask the user a series of yes/no questions to guess the word they are thinking of. Never try to guess the word yourself. Focus on asking the most informative questions to determine if the word is a person, place, or thing. Each question should be a maximum length of 30 characters. Respond only with questions and no additional text.\nFollow these steps:\n1. Start with broad questions to classify the word into a large category.\n2. Based on the user's answers, narrow down the category by asking more specific questions.\n3. Use logical reasoning to eliminate possibilities and narrow down the answer.\n4. Always consider the context of previous answers when forming your next question.\n5. Keep questions concise and directly related to narrowing down the word.\nExamples:\n'Is it a living thing?' -> 'Yes' -> 'Is it an animal?' -> 'Yes' -> 'Is it a mammal?'\n'Is it a place?' -> 'Yes' -> 'Is it a country?' -> 'No' -> 'Is it a city?'so far, the current state of the game is as following:\n""}",Is it man-made?
